,theta_mom,theta_me,theta_btm,,,,,
404,-0.104366258,0.04165791768447928,-0.069017163,,,,,
405,-0.104366258,0.04165791768447928,-0.069017163,,,,,
406,-0.104366258,0.04165791768447928,-0.069017163,,,,,
407,-0.104366258,0.04165791768447928,-0.069017163,,,,,
408,-0.096560721,0.08657593489222029,-0.049671085,,,,,
409,-0.096560721,0.08657593489222029,-0.049671085,,,,,
410,-0.069287636,0.11565205885059968,0.007608109062786708,,,,,
411,-0.072790688,0.15734431343126287,-0.005032882,,,,,
412,-0.016283392,0.1472814500433731,0.01027957856671711,,,,,
413,-0.016283392,0.1472814500433731,0.01027957856671711,,,,,
414,-0.010557377,0.1353401208336752,0.01995113541736599,,,,,
415,-0.010557377,0.1353401208336752,0.01995113541736599,,,,,
416,-0.007440448,0.10355962636522131,-0.015057248,,,,,
417,-0.007440448,0.10355962636522131,-0.015057248,,,,,
418,0.02331025178481522,0.08677709629088998,-0.006631464,,,,,
419,0.02331025178481522,0.08677709629088998,-0.006631464,,,,,
420,0.051808665362045966,0.09335925374232838,0.04351332414851656,,,,,
421,0.01661455985624831,0.0914333896518064,0.039027771318049735,,,,,
422,0.01661455985624831,0.0914333896518064,0.039027771318049735,,,,,
423,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
424,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
425,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
426,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
427,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
428,0.012639399336318517,0.07075322209430522,0.044959837512741255,,,,,
429,0.01445883940090071,0.021424574937202047,0.046988239053493544,,,,,
430,-0.013247797,-0.022902311,0.030230504643332684,,,,,
431,-0.009566667,-0.048126111,0.0492896169453161,,,,,
432,-0.009566667,-0.048126111,0.0492896169453161,,,,,
433,-0.023074334,-0.057738908,0.07203735397265762,,,,,
434,-0.023074334,-0.057738908,0.07203735397265762,,,,,
435,-0.011502247,-0.031217921,0.11286446192812771,,,,,
436,-0.011502247,-0.031217921,0.11286446192812771,,,,,
437,-0.049480375,0.050177517577568526,0.08686939650079943,,,,,
438,-0.049480375,0.050177517577568526,0.08686939650079943,,,,,
439,-0.062607851,0.03678883459383142,0.06144153769587557,,,,,
440,-0.062607851,0.03678883459383142,0.06144153769587557,,,,,
441,-0.062607851,0.03678883459383142,0.06144153769587557,,,,,
